Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116
32.5,97.5,-0.27,152.21875,153.71875,1.5,0.5773502692,0.01131269263,NaN,32.5,97.5,-0.18,151.65625,154.34375,2.6875,0.7754989371,0.004929107106,NaN,32.5,97.5,-0.27,152.1875,153.75,1.5625,0.589255651,0.01126221853,NaN,32.5,97.5,-0.24,152,153.96875,1.96875,0.6684373648,0.009091546721,NaN,32.5,97.5,-0.24,"",63,2,0.6761234038,0.008791517205,NaN,32.5,97.5,-0.27,"",62,2,0.6761234038,0.01016076791,NaN,32.5,97.5,-0.24,"",58,2.3125,0.72702918,0.008235188714,NaN,32.5,97.5,-0.21,"",55,2.4375,0.741144908,0.00689221225,NaN,32.5,97.5,-0.21,"",54,2.5,0.750586625,0.006800321994,NaN,32.5,97.5,-0.21,"",53,2.5625,0.7653197278,0.006516719678,NaN,32.5,97.5,-0.27,"",52,2.625,0.7801894976,0.008243086216,NaN,32.5,97.5,-0.27,"",62,2,0.6761234038,0.01016076791,NaN,32.5,97.5,-0.24,"",63,2,0.6761234038,0.008791517205
33,99,-0.3,152.375,153.5625,1.1875,0.5137011669,0.01327275044,NaN,33,99,-0.21,151.90625,154.09375,2.1875,0.6996502623,0.00711263608,NaN,33,99,-0.3,152.3125,153.625,1.3125,0.5400617249,0.01318220539,NaN,33,99,-0.27,152.125,153.84375,1.71875,0.6245565803,0.01098005979,NaN,33,99,-0.27,"",68,1.6875,0.6210590034,0.01094201688,NaN,33,99,-0.3,"",65,1.8125,0.6436503043,0.01205750718,NaN,33,99,-0.27,"",60,2.1875,0.7071067812,0.009759234233,NaN,33,99,-0.24,"",56,2.375,0.7315813472,0.008238871072,NaN,33,99,-0.24,"",55,2.4375,0.741144908,0.008044719421,NaN,33,99,-0.24,"",53,2.5625,0.7653197278,0.007617336354,NaN,33,99,-0.3,"",51,2.6875,0.7894228308,0.009064154455,NaN,33,99,-0.3,"",65,1.8125,0.6436503043,0.01205750718,NaN,33,99,-0.27,"",68,1.6875,0.6210590034,0.01094201688
33.5,100.5,-0.33,152.46875,153.46875,1,0.4714045208,0.01481328561,NaN,33.5,100.5,-0.24,152.0625,153.90625,1.84375,0.6423296759,0.009355741037,NaN,33.5,100.5,-0.33,152.375,153.53125,1.15625,0.5068968775,0.01479716721,NaN,33.5,100.5,-0.3,152.1875,153.75,1.5625,0.5954913342,0.01277769449,NaN,33.5,100.5,-0.3,"",72,1.4375,0.5732115042,0.01290582879,NaN,33.5,100.5,-0.33,"",68,1.625,0.6094494002,0.01388799942,NaN,33.5,100.5,-0.3,"",62,2.0625,0.6866065623,0.01135424001,NaN,33.5,100.5,-0.27,"",58,2.25,0.7120689949,0.009659081643,NaN,33.5,100.5,-0.27,"",55,2.4375,0.741144908,0.009221490967,NaN,33.5,100.5,-0.27,"",53,2.5625,0.7653197278,0.008632981201,NaN,33.5,100.5,-0.33,"",50,2.75,0.7985494095,0.009703454511,NaN,33.5,100.5,-0.33,"",68,1.625,0.6094494002,0.01388799942,NaN,33.5,100.5,-0.3,"",72,1.4375,0.5732115042,0.01290582879
34,102,-0.36,152.46875,153.46875,1,0.4714045208,0.01620456607,NaN,34,102,-0.27,152.21875,153.75,1.53125,0.585369407,0.01137291732,NaN,34,102,-0.36,152.4375,153.5,1.0625,0.4859126579,0.01624952921,NaN,34,102,-0.33,152.21875,153.75,1.53125,0.5895063447,0.01433703484,NaN,34,102,-0.33,"",74,1.3125,0.5477225575,0.01462164451,NaN,34,102,-0.36,"",68,1.625,0.6094494002,0.01547872488,NaN,34,102,-0.33,"",63,2,0.6761234038,0.01289469636,NaN,34,102,-0.3,"",59,2.1875,0.7021094975,0.01113092153,NaN,34,102,-0.3,"",54,2.5,0.750586625,0.01017510046,NaN,34,102,-0.3,"",53,2.5625,0.7653197278,0.009648626048,NaN,34,102,-0.36,"",49,2.8125,0.8075728531,0.01027584869,NaN,34,102,-0.36,"",68,1.625,0.6094494002,0.01547872488,NaN,34,102,-0.33,"",74,1.3125,0.5477225575,0.01462164451
34.5,103.5,-0.39,152.40625,153.53125,1.125,0.5,0.01764371472,NaN,34.5,103.5,-0.3,152.3125,153.65625,1.34375,0.5483605572,0.01317872681,NaN,34.5,103.5,-0.39,152.375,153.53125,1.15625,0.5068968775,0.01766297692,NaN,34.5,103.5,-0.36,152.21875,153.75,1.53125,0.5895063447,0.01573675381,NaN,34.5,103.5,-0.36,"",75,1.25,0.5345224838,0.01614647261,NaN,34.5,103.5,-0.39,"",68,1.625,0.6094494002,0.01682470096,NaN,34.5,103.5,-0.36,"",62,2.0625,0.6866065623,0.01411149923,NaN,34.5,103.5,-0.33,"",59,2.1875,0.7021094975,0.01241861552,NaN,34.5,103.5,-0.33,"",53,2.5625,0.75991104,0.0109675355,NaN,34.5,103.5,-0.33,"",52,2.625,0.7745966692,0.01050848921,NaN,34.5,103.5,-0.39,"",48,2.875,0.8164965809,0.01077980515,NaN,34.5,103.5,-0.39,"",68,1.625,0.6094494002,0.01682470096,NaN,34.5,103.5,-0.36,"",75,1.25,0.5345224838,0.01614647261
35,105,-0.42,152.25,153.65625,1.40625,0.5590169944,0.01894730384,NaN,35,105,-0.33,152.3125,153.65625,1.34375,0.5483605572,0.01470515982,NaN,35,105,-0.42,152.28125,153.9130435,1.631793478,0.6021800171,0.01867013939,NaN,35,105,-0.39,152.125,153.84375,1.71875,0.6245565803,0.01682938378,NaN,35,105,-0.39,"",73,1.375,0.5606119106,0.01749598513,NaN,35,105,-0.42,"",66,1.75,0.632455532,0.01795037996,NaN,35,105,-0.39,"",61,2.125,0.6969320524,0.01506447139,NaN,35,105,-0.36,"",58,2.25,0.7120689949,0.01346138253,NaN,35,105,-0.36,"",52,2.625,0.7691224192,0.01169931498,NaN,35,105,-0.36,"",52,2.625,0.7745966692,0.0113541904,NaN,35,105,-0.42,"",47,2.9375,0.8253238275,0.01121385695,NaN,35,105,-0.42,"",66,1.75,0.632455532,0.01795037996,NaN,35,105,-0.39,"",73,1.375,0.5606119106,0.01749598513
35.5,106.5,-0.45,152.09375,153.84375,1.75,0.6236095645,0.01971300145,NaN,35.5,106.5,-0.36,152.25,153.71875,1.46875,0.5732986383,0.01600271184,NaN,35.5,106.5,-0.45,152.15625,153.78125,1.625,0.6009252126,0.01965360524,NaN,35.5,106.5,-0.42,152,153.9375,1.9375,0.6631110858,0.01746177732,NaN,35.5,106.5,-0.42,"",69,1.625,0.6094494002,0.01847595439,NaN,35.5,106.5,-0.45,"",63,1.9375,0.6654751256,0.01864309822,NaN,35.5,106.5,-0.42,"",59,2.25,0.7171371656,0.01579333968,NaN,35.5,106.5,-0.39,"",56,2.375,0.7315813472,0.0141742966,NaN,35.5,106.5,-0.39,"",51,2.6875,0.7782247765,0.0123687774,NaN,35.5,106.5,-0.39,"",51,2.6875,0.7837638128,0.01215336987,NaN,35.5,106.5,-0.45,"",45,3.0625,0.8427009716,0.01132851439,NaN,35.5,106.5,-0.45,"",63,1.9375,0.6654751256,0.01864309822,NaN,35.5,106.5,-0.42,"",69,1.625,0.6094494002,0.01847595439
36,108,-0.48,151.84375,154.09375,2.25,0.7071067812,0.01932414617,NaN,36,108,-0.39,152.125,153.8125,1.6875,0.6145098678,0.01700719586,NaN,36,108,-0.48,151.9375,154,2.0625,0.6770032004,0.02006326769,NaN,36,108,-0.45,151.875,154.125,2.25,0.714589601,0.01749275465,NaN,36,108,-0.45,"",64,1.9375,0.6654751256,0.0188633953,NaN,36,108,-0.48,"",59,2.1875,0.7071067812,0.01881085281,NaN,36,108,-0.45,"",56,2.4375,0.7464200273,0.01605721439,NaN,36,108,-0.42,"",55,2.4375,0.741144908,0.01481207219,NaN,36,108,-0.42,"",49,2.8125,0.7961173387,0.01276893224,NaN,36,108,-0.42,"",50,2.75,0.7928249672,0.0127312676,NaN,36,108,-0.48,"",44,3.125,0.8512565308,0.01135000258,NaN,36,108,-0.48,"",59,2.1875,0.7071067812,0.01881085281,NaN,36,108,-0.45,"",64,1.9375,0.6654751256,0.0188633953
36.5,109.5,-0.51,151.59375,154.34375,2.75,0.78173596,0.01757060676,NaN,36.5,109.5,-0.42,152,154,2,0.668993608,0.01747272862,NaN,36.5,109.5,-0.51,151.78125,154.15625,2.375,0.7264831573,0.01944343754,NaN,36.5,109.5,-0.48,151.71875,154.25,2.53125,0.757936729,0.01694980677,NaN,36.5,109.5,-0.48,"",59,2.25,0.7171371656,0.01861834622,NaN,36.5,109.5,-0.51,"",55,2.4375,0.7464200273,0.01846715609,NaN,36.5,109.5,-0.48,"",53,2.625,0.7745966692,0.01592609609,NaN,36.5,109.5,-0.45,"",52,2.625,0.7691224192,0.0151253117,NaN,36.5,109.5,-0.45,"",47,2.9375,0.8136165135,0.01285654755,NaN,36.5,109.5,-0.45,"",48,2.875,0.8106434834,0.01301201508,NaN,36.5,109.5,-0.51,"",42,3.25,0.8681147323,0.01123129444,NaN,36.5,109.5,-0.51,"",55,2.4375,0.7464200273,0.01846715609,NaN,36.5,109.5,-0.48,"",59,2.25,0.7171371656,0.01861834622
37,111,-0.54,151.34375,154.59375,3.25,0.8498365856,0.01469609672,NaN,37,111,-0.45,151.78125,154.1875,2.40625,0.7337993857,0.0170501131,NaN,37,111,-0.54,151.53125,154.40625,2.875,0.7993052539,0.01771524437,NaN,37,111,-0.51,151.5625,154.40625,2.84375,0.8033617311,0.0158930498,NaN,37,111,-0.51,"",53,2.625,0.7745966692,0.01756901115,NaN,37,111,-0.54,"",50,2.75,0.7928249672,0.01745735294,NaN,37,111,-0.51,"",49,2.875,0.8106434834,0.01527678476,NaN,37,111,-0.48,"",50,2.75,0.7872218937,0.01510882628,NaN,37,111,-0.48,"",45,3.0625,0.8307471607,0.01279235844,NaN,37,111,-0.48,"",46,3,0.8280786712,0.01295060501,NaN,37,111,-0.54,"",40,3.375,0.8846517369,0.01069655087,NaN,37,111,-0.54,"",50,2.75,0.7928249672,0.01745735294,NaN,37,111,-0.51,"",53,2.625,0.7745966692,0.01756901115
37.5,112.5,-0.57,151.09375,154.84375,3.75,0.9128709292,0.01076763784,NaN,37.5,112.5,-0.48,151.625,154.34375,2.71875,0.7799946207,0.01604770866,NaN,37.5,112.5,-0.57,151.34375,154.625,3.28125,0.8539125638,0.01486570213,NaN,37.5,112.5,-0.54,151.40625,154.5625,3.15625,0.8463522061,0.01421136137,NaN,37.5,112.5,-0.54,"",47,3,0.8280786712,0.01563769239,NaN,37.5,112.5,-0.57,"",45,3.0625,0.8366600265,0.01570103222,NaN,37.5,112.5,-0.54,"",45,3.125,0.8451542547,0.01403861498,NaN,37.5,112.5,-0.51,"",47,2.9375,0.8136165135,0.01486669266,NaN,37.5,112.5,-0.51,"",43,3.1875,0.8475316272,0.01257210087,NaN,37.5,112.5,-0.51,"",45,3.0625,0.8366600265,0.01300916414,NaN,37.5,112.5,-0.57,"",38,3.5,0.9008852329,0.009990182587,NaN,37.5,112.5,-0.57,"",45,3.0625,0.8366600265,0.01570103222,NaN,37.5,112.5,-0.54,"",47,3,0.8280786712,0.01563769239
38,114,-0.6,150.90625,155.0625,4.15625,0.9610468829,0.006389800849,NaN,38,114,-0.51,151.40625,154.5625,3.15625,0.840412819,0.01420975596,NaN,38,114,-0.6,151.09375,154.875,3.78125,0.9166666667,0.01102119348,NaN,38,114,-0.57,151.21875,154.75,3.53125,0.8952197717,0.01165736082,NaN,38,114,-0.57,"",41,3.375,0.8783100657,0.01298727051,NaN,38,114,-0.6,"",40,3.375,0.8783100657,0.01338555142,NaN,38,114,-0.57,"",41,3.375,0.8783100657,0.01240220325,NaN,38,114,-0.54,"",43,3.1875,0.8475316272,0.013865596,NaN,38,114,-0.54,"",40,3.375,0.8721028496,0.01188788856,NaN,38,114,-0.54,"",42,3.25,0.8618916074,0.01262686742,NaN,38,114,-0.6,"",36,3.625,0.9168313423,0.009108752562,NaN,38,114,-0.6,"",40,3.375,0.8783100657,0.01338555142,NaN,38,114,-0.57,"",41,3.375,0.8783100657,0.01298727051
38.5,115.5,-0.63,NaN,NaN,0,NaN,NaN,NaN,38.5,115.5,-0.54,151.21875,154.71875,3.5,0.8849953577,0.01162651709,NaN,38.5,115.5,-0.63,150.9375,155,4.0625,0.9501461876,0.007132241391,NaN,38.5,115.5,-0.6,151.09375,154.875,3.78125,0.9263671132,0.008896369315,NaN,38.5,115.5,-0.6,"",35,3.75,0.9258200998,0.009625412378,NaN,38.5,115.5,-0.63,"",35,3.6875,0.918072515,0.01051000165,NaN,38.5,115.5,-0.6,"",37,3.625,0.9102589898,0.01036112856,NaN,38.5,115.5,-0.57,"",40,3.375,0.8721028496,0.01256862492,NaN,38.5,115.5,-0.57,"",37,3.5625,0.896000503,0.01068260566,NaN,38.5,115.5,-0.57,"",40,3.375,0.8783100657,0.01179992215,NaN,38.5,115.5,-0.63,"",35,3.6875,0.9247012835,0.008446216056,NaN,38.5,115.5,-0.63,"",35,3.6875,0.918072515,0.01051000165,NaN,38.5,115.5,-0.6,"",35,3.75,0.9258200998,0.009625412378
39,117,-0.66,150.75,155.1875,4.4375,0.993031274,0,NaN,39,117,-0.57,151.0625,154.9375,3.875,0.9311996924,0.008621647453,NaN,39,117,-0.66,150.8125,155.125,4.3125,0.9789450104,0.004094670657,NaN,39,117,-0.63,150.9375,155.03125,4.09375,0.9638869302,0.00592406369,NaN,39,117,-0.63,"",30,4.0625,0.9636241117,0.005964898233,NaN,39,117,-0.66,"",31,3.9375,0.9486832981,0.007494268758,NaN,39,117,-0.63,"",33,3.875,0.9411239481,0.007909332482,NaN,39,117,-0.6,"",36,3.625,0.9038259835,0.01090750689,NaN,39,117,-0.6,"",34,3.75,0.9192771196,0.009202227958,NaN,39,117,-0.6,"",38,3.5,0.894427191,0.01108153765,NaN,39,117,-0.66,"",32,3.875,0.9479191551,0.007205178716,NaN,39,117,-0.66,"",31,3.9375,0.9486832981,0.007494268758,NaN,39,117,-0.63,"",30,4.0625,0.9636241117,0.005964898233
39.5,118.5,-0.69,NaN,NaN,0,NaN,NaN,NaN,39.5,118.5,-0.6,150.90625,155.0625,4.15625,0.9644013325,0.005383144004,NaN,39.5,118.5,-0.69,150.78125,155.15625,4.375,0.9860132972,0,NaN,39.5,118.5,-0.66,150.875,155.09375,4.21875,0.9784921096,0.00337590983,NaN,39.5,118.5,-0.66,"",27,4.25,0.9856107606,0,NaN,39.5,118.5,-0.69,"",NaN,NaN,NaN,NaN,NaN,39.5,118.5,-0.66,"",30,4.0625,0.9636241117,0.005470410503,NaN,39.5,118.5,-0.63,"",33,3.8125,0.9269061061,0.008938269627,NaN,39.5,118.5,-0.63,"",31,3.9375,0.9419787384,0.007441478478,NaN,39.5,118.5,-0.63,"",36,3.625,0.9102589898,0.01019002075,NaN,39.5,118.5,-0.69,"",31,3.9375,0.9555330859,0.005834031183,NaN,39.5,118.5,-0.69,"",NaN,NaN,NaN,NaN,NaN,39.5,118.5,-0.66,"",27,4.25,0.9856107606,0
40,120,-0.72,150.75,155.1875,4.4375,0.993031274,0,NaN,40,120,-0.63,150.8125,155.125,4.3125,0.9823619318,0,NaN,40,120,-0.72,150.78125,155.1875,4.40625,0.9895285073,0,NaN,40,120,-0.69,150.8125,155.15625,4.34375,0.9928824718,0,NaN,40,120,-0.69,"",26,4.3125,0.9928314488,0,NaN,40,120,-0.72,"",26,4.25,0.9856107606,0,NaN,40,120,-0.69,"",28,4.1875,0.978336781,0.003558662169,NaN,40,120,-0.66,"",29,4.0625,0.9568139619,0.006593113223,NaN,40,120,-0.66,"",29,4.0625,0.9568139619,0.005815501134,NaN,40,120,-0.66,"",34,3.75,0.9258200998,0.009122256134,NaN,40,120,-0.72,"",29,4.0625,0.9705817768,0.004700687084,NaN,40,120,-0.72,"",26,4.25,0.9856107606,0,NaN,40,120,-0.69,"",26,4.3125,0.9928314488,0
40.5,121.5,-0.75,NaN,NaN,0,NaN,NaN,NaN,40.5,121.5,-0.66,NaN,NaN,0,NaN,NaN,NaN,40.5,121.5,-0.75,150.75,155.1875,4.4375,0.993031274,0,NaN,40.5,121.5,-0.72,150.78125,155.15625,4.375,0.9964475909,0,NaN,40.5,121.5,-0.72,"",NaN,NaN,NaN,NaN,NaN,40.5,121.5,-0.75,"",NaN,NaN,NaN,NaN,NaN,40.5,121.5,-0.72,"",NaN,NaN,NaN,NaN,NaN,40.5,121.5,-0.69,"",27,4.1875,0.9714226536,0.004375616514,NaN,40.5,121.5,-0.69,"",25,4.3125,0.9858148842,0,NaN,40.5,121.5,-0.69,"",31,3.9375,0.9486832981,0.007437889228,NaN,40.5,121.5,-0.75,"",28,4.125,0.9780192938,0.003457119371,NaN,40.5,121.5,-0.75,"",NaN,NaN,NaN,NaN,NaN,40.5,121.5,-0.72,"",NaN,NaN,NaN,NaN
41,123,-0.78,150.75,155.1875,4.4375,0.993031274,0,NaN,41,123,-0.69,150.78125,155.1875,4.40625,0.9929823694,0,NaN,41,123,-0.78,150.75,155.1875,4.4375,0.993031274,0,NaN,41,123,-0.75,150.78125,155.1875,4.40625,1,0,NaN,41,123,-0.75,"",26,4.3125,0.9928314488,0,NaN,41,123,-0.78,"",NaN,NaN,NaN,NaN,NaN,41,123,-0.75,"",26,4.3125,0.9928314488,0,NaN,41,123,-0.72,"",25,4.3125,0.9858148842,0,NaN,41,123,-0.72,"",25,4.3125,0.9858148842,0,NaN,41,123,-0.72,"",29,4.0625,0.9636241117,0.00554454103,NaN,41,123,-0.78,"",27,4.1875,0.9854006762,0,NaN,41,123,-0.78,"",NaN,NaN,NaN,NaN,NaN,41,123,-0.75,"",26,4.3125,0.9928314488,0
41.5,124.5,-0.81,NaN,NaN,0,NaN,NaN,NaN,41.5,124.5,-0.72,NaN,NaN,0,NaN,NaN,NaN,41.5,124.5,-0.81,NaN,NaN,0,NaN,NaN,NaN,41.5,124.5,-0.78,NaN,NaN,0,NaN,NaN,NaN,41.5,124.5,-0.78,"",NaN,NaN,NaN,NaN,NaN,41.5,124.5,-0.81,"",NaN,NaN,NaN,NaN,NaN,41.5,124.5,-0.78,"",NaN,NaN,NaN,NaN,NaN,41.5,124.5,-0.75,"",24,4.375,0.9929327736,0,NaN,41.5,124.5,-0.75,"",24,4.375,0.9929327736,0,NaN,41.5,124.5,-0.75,"",28,4.125,0.9710083125,0.004368507957,NaN,41.5,124.5,-0.81,"",26,4.25,0.9927271762,0,NaN,41.5,124.5,-0.81,"",NaN,NaN,NaN,NaN,NaN,41.5,124.5,-0.78,"",NaN,NaN,NaN,NaN
42,126,-0.84,150.75,155.1875,4.4375,0.993031274,0,NaN,42,126,-0.75,150.78125,155.1875,4.40625,0.9929823694,0,NaN,42,126,-0.84,150.75,155.1875,4.4375,0.993031274,0,NaN,42,126,-0.81,150.78125,155.1875,4.40625,1,0,NaN,42,126,-0.81,"",26,4.3125,0.9928314488,0,NaN,42,126,-0.84,"",25,4.3125,0.9928314488,0,NaN,42,126,-0.81,"",25,4.375,1,0,NaN,42,126,-0.78,"",24,4.375,0.9929327736,0,NaN,42,126,-0.78,"",24,4.375,0.9929327736,0,NaN,42,126,-0.78,"",26,4.25,0.9856107606,0,NaN,42,126,-0.84,"",26,4.25,0.9927271762,0,NaN,42,126,-0.84,"",25,4.3125,0.9928314488,0,NaN,42,126,-0.81,"",26,4.3125,0.9928314488,0
42.5,127.5,-0.87,NaN,NaN,0,NaN,NaN,NaN,42.5,127.5,-0.78,NaN,NaN,0,NaN,NaN,NaN,42.5,127.5,-0.87,NaN,NaN,0,NaN,NaN,NaN,42.5,127.5,-0.84,NaN,NaN,0,NaN,NaN,NaN,42.5,127.5,-0.84,"",NaN,NaN,NaN,NaN,NaN,42.5,127.5,-0.87,"",NaN,NaN,NaN,NaN,NaN,42.5,127.5,-0.84,"",NaN,NaN,NaN,NaN,NaN,42.5,127.5,-0.81,"",24,4.375,0.9929327736,0,NaN,42.5,127.5,-0.81,"",NaN,NaN,NaN,NaN,NaN,42.5,127.5,-0.81,"",25,4.3125,0.9928314488,0,NaN,42.5,127.5,-0.87,"",NaN,NaN,NaN,NaN,NaN,42.5,127.5,-0.87,"",NaN,NaN,NaN,NaN,NaN,42.5,127.5,-0.84,"",NaN,NaN,NaN,NaN
43,129,-0.9,NaN,NaN,0,NaN,NaN,NaN,43,129,-0.81,150.78125,155.1875,4.40625,0.9929823694,0,NaN,43,129,-0.9,150.75,155.1875,4.4375,0.993031274,0,NaN,43,129,-0.87,150.78125,155.1875,4.40625,1,0,NaN,43,129,-0.87,"",NaN,NaN,NaN,NaN,NaN,43,129,-0.9,"",NaN,NaN,NaN,NaN,NaN,43,129,-0.87,"",25,4.375,1,0,NaN,43,129,-0.84,"",24,4.375,0.9929327736,0,NaN,43,129,-0.84,"",23,4.4375,1,0,NaN,43,129,-0.84,"",25,4.3125,0.9928314488,0,NaN,43,129,-0.9,"",25,4.3125,1,0,NaN,43,129,-0.9,"",NaN,NaN,NaN,NaN,NaN,43,129,-0.87,"",NaN,NaN,NaN,NaN
43.5,130.5,-0.93,NaN,NaN,0,NaN,NaN,NaN,43.5,130.5,-0.84,NaN,NaN,0,NaN,NaN,NaN,43.5,130.5,-0.93,NaN,NaN,0,NaN,NaN,NaN,43.5,130.5,-0.9,NaN,NaN,0,NaN,NaN,NaN,43.5,130.5,-0.9,"",NaN,NaN,NaN,NaN,NaN,43.5,130.5,-0.93,"",NaN,NaN,NaN,NaN,NaN,43.5,130.5,-0.9,"",NaN,NaN,NaN,NaN,NaN,43.5,130.5,-0.87,"",24,4.375,0.9929327736,0,NaN,43.5,130.5,-0.87,"",NaN,NaN,NaN,NaN,NaN,43.5,130.5,-0.87,"",25,4.3125,0.9928314488,0,NaN,43.5,130.5,-0.93,"",NaN,NaN,NaN,NaN,NaN,43.5,130.5,-0.93,"",NaN,NaN,NaN,NaN,NaN,43.5,130.5,-0.9,"",NaN,NaN,NaN,NaN
44,132,-0.96,150.71875,155.21875,4.5,1,0,NaN,44,132,-0.87,150.78125,155.1875,4.40625,0.9929823694,0,NaN,44,132,-0.96,150.75,155.1875,4.4375,0.993031274,0,NaN,44,132,-0.93,150.78125,155.1875,4.40625,1,0,NaN,44,132,-0.93,"",25,4.375,1,0,NaN,44,132,-0.96,"",25,4.3125,0.9928314488,0,NaN,44,132,-0.93,"",25,4.375,1,0,NaN,44,132,-0.9,"",24,4.375,0.9929327736,0,NaN,44,132,-0.9,"",23,4.4375,1,0,NaN,44,132,-0.9,"",24,4.375,1,0,NaN,44,132,-0.96,"",25,4.3125,1,0,NaN,44,132,-0.96,"",25,4.3125,0.9928314488,0,NaN,44,132,-0.93,"",25,4.375,1,0
44.5,133.5,-0.99,NaN,NaN,0,NaN,NaN,NaN,44.5,133.5,-0.9,NaN,NaN,0,NaN,NaN,NaN,44.5,133.5,-0.99,NaN,NaN,0,NaN,NaN,NaN,44.5,133.5,-0.96,NaN,NaN,0,NaN,NaN,NaN,44.5,133.5,-0.96,"",NaN,NaN,NaN,NaN,NaN,44.5,133.5,-0.99,"",NaN,NaN,NaN,NaN,NaN,44.5,133.5,-0.96,"",NaN,NaN,NaN,NaN,NaN,44.5,133.5,-0.93,"",24,4.375,0.9929327736,0,NaN,44.5,133.5,-0.93,"",NaN,NaN,NaN,NaN,NaN,44.5,133.5,-0.93,"",NaN,NaN,NaN,NaN,NaN,44.5,133.5,-0.99,"",NaN,NaN,NaN,NaN,NaN,44.5,133.5,-0.99,"",NaN,NaN,NaN,NaN,NaN,44.5,133.5,-0.96,"",NaN,NaN,NaN,NaN
45,135,-1.02,NaN,NaN,0,NaN,NaN,NaN,45,135,-0.93,150.78125,155.1875,4.40625,0.9929823694,0,NaN,45,135,-1.02,150.75,155.1875,4.4375,0.993031274,0,NaN,45,135,-0.99,150.78125,155.1875,4.40625,1,0,NaN,45,135,-0.99,"",NaN,NaN,NaN,NaN,NaN,45,135,-1.02,"",NaN,NaN,NaN,NaN,NaN,45,135,-0.99,"",25,4.375,1,0,NaN,45,135,-0.96,"",24,4.375,0.9929327736,0,NaN,45,135,-0.96,"",23,4.4375,1,0,NaN,45,135,-0.96,"",NaN,NaN,NaN,NaN,NaN,45,135,-1.02,"",25,4.3125,1,0,NaN,45,135,-1.02,"",NaN,NaN,NaN,NaN,NaN,45,135,-0.99,"",NaN,NaN,NaN,NaN
45.5,136.5,-1.05,NaN,NaN,0,NaN,NaN,NaN,45.5,136.5,-0.96,NaN,NaN,0,NaN,NaN,NaN,45.5,136.5,-1.05,NaN,NaN,0,NaN,NaN,NaN,45.5,136.5,-1.02,NaN,NaN,0,NaN,NaN,NaN,45.5,136.5,-1.02,"",NaN,NaN,NaN,NaN,NaN,45.5,136.5,-1.05,"",NaN,NaN,NaN,NaN,NaN,45.5,136.5,-1.02,"",NaN,NaN,NaN,NaN,NaN,45.5,136.5,-0.99,"",NaN,NaN,NaN,NaN,NaN,45.5,136.5,-0.99,"",NaN,NaN,NaN,NaN,NaN,45.5,136.5,-0.99,"",NaN,NaN,NaN,NaN,NaN,45.5,136.5,-1.05,"",NaN,NaN,NaN,NaN,NaN,45.5,136.5,-1.05,"",NaN,NaN,NaN,NaN,NaN,45.5,136.5,-1.02,"",NaN,NaN,NaN,NaN
46,138,-1.08,150.71875,155.21875,4.5,1,0,NaN,46,138,-0.99,150.78125,155.1875,4.40625,0.9929823694,0,NaN,46,138,-1.08,150.75,155.1875,4.4375,0.993031274,0,NaN,46,138,-1.05,150.78125,155.1875,4.40625,1,0,NaN,46,138,-1.05,"",25,4.375,1,0,NaN,46,138,-1.08,"",25,4.3125,0.9928314488,0,NaN,46,138,-1.05,"",25,4.375,1,0,NaN,46,138,-1.02,"",NaN,NaN,NaN,NaN,NaN,46,138,-1.02,"",23,4.4375,1,0,NaN,46,138,-1.02,"",24,4.375,1,0,NaN,46,138,-1.08,"",NaN,NaN,NaN,NaN,NaN,46,138,-1.08,"",25,4.3125,0.9928314488,0,NaN,46,138,-1.05,"",25,4.375,1,0
46.5,139.5,-1.11,NaN,NaN,0,NaN,NaN,NaN,46.5,139.5,-1.02,NaN,NaN,0,NaN,NaN,NaN,46.5,139.5,-1.11,NaN,NaN,0,NaN,NaN,NaN,46.5,139.5,-1.08,NaN,NaN,0,NaN,NaN,NaN,46.5,139.5,-1.08,"",NaN,NaN,NaN,NaN,NaN,46.5,139.5,-1.11,"",NaN,NaN,NaN,NaN,NaN,46.5,139.5,-1.08,"",NaN,NaN,NaN,NaN,NaN,46.5,139.5,-1.05,"",NaN,NaN,NaN,NaN,NaN,46.5,139.5,-1.05,"",NaN,NaN,NaN,NaN,NaN,46.5,139.5,-1.05,"",NaN,NaN,NaN,NaN,NaN,46.5,139.5,-1.11,"",NaN,NaN,NaN,NaN,NaN,46.5,139.5,-1.11,"",NaN,NaN,NaN,NaN,NaN,46.5,139.5,-1.08,"",NaN,NaN,NaN,NaN
